,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
22,2022-10-04,245.66760805143505,215.29803937430663,279.1969717088279,245.66760805143505,245.66760805143505,1.5820002578858792,1.5820002578858792,1.5820002578858792,1.5820002578858792,1.5820002578858792,1.5820002578858792,0.0,0.0,0.0,247.24960830932093
23,2022-10-05,244.45762443563066,215.76841984764283,279.53907680056517,244.45762443563066,244.45762443563066,1.987317866402383,1.987317866402383,1.987317866402383,1.987317866402383,1.987317866402383,1.987317866402383,0.0,0.0,0.0,246.44494230203304
24,2022-10-06,243.2476408198263,214.35249405998772,276.7512200709254,243.2476408198263,243.2476408198263,0.891942042498502,0.891942042498502,0.891942042498502,0.891942042498502,0.891942042498502,0.891942042498502,0.0,0.0,0.0,244.1395828623248
25,2022-10-07,242.03765720522327,209.3313551532808,274.80291203193036,242.03765720522327,242.03765720522327,1.804762468681038,1.804762468681038,1.804762468681038,1.804762468681038,1.804762468681038,1.804762468681038,0.0,0.0,0.0,243.84241967390432
26,2022-10-10,238.40770636141409,210.3440182221282,274.3218087849377,238.40770636141409,238.40770636141409,3.0352934955817097,3.0352934955817097,3.0352934955817097,3.0352934955817097,3.0352934955817097,3.0352934955817097,0.0,0.0,0.0,241.44299985699578
27,2022-10-11,237.19772274681105,207.16977890032015,268.6456681539825,237.19772274681105,237.19772274681105,1.5820002578933015,1.5820002578933015,1.5820002578933015,1.5820002578933015,1.5820002578933015,1.5820002578933015,0.0,0.0,0.0,238.77972300470435
28,2022-10-12,235.987739132208,207.34596624703548,272.0025681008197,235.987739132208,235.987739132208,1.9873178664016893,1.9873178664016893,1.9873178664016893,1.9873178664016893,1.9873178664016893,1.9873178664016893,0.0,0.0,0.0,237.9750569986097
29,2022-10-13,234.77775551760493,206.7620067720366,267.23367275766293,234.77775551760493,234.77775551760493,0.8919420425068099,0.8919420425068099,0.8919420425068099,0.8919420425068099,0.8919420425068099,0.8919420425068099,0.0,0.0,0.0,235.66969756011173
30,2022-10-14,233.56777190300187,204.83065101163015,268.45743915922867,233.56777190300187,233.56777190300187,1.804762468684483,1.804762468684483,1.804762468684483,1.804762468684483,1.804762468684483,1.804762468684483,0.0,0.0,0.0,235.37253437168636
31,2022-10-17,229.93782105919274,201.29667463352615,263.6866368470273,229.93782105919274,229.93782105919274,3.0352934955798316,3.0352934955798316,3.0352934955798316,3.0352934955798316,3.0352934955798316,3.0352934955798316,0.0,0.0,0.0,232.97311455477256
32,2022-10-18,228.72783744458965,197.81845856304426,262.8665716218546,228.72783744458965,228.72783744458965,1.5820002578907832,1.5820002578907832,1.5820002578907832,1.5820002578907832,1.5820002578907832,1.5820002578907832,0.0,0.0,0.0,230.30983770248042
33,2022-10-19,227.51785383774993,196.40489060416476,262.9197605408471,227.51785383774993,227.51785383774993,1.9873178664009952,1.9873178664009952,1.9873178664009952,1.9873178664009952,1.9873178664009952,1.9873178664009952,0.0,0.0,0.0,229.5051717041509
34,2022-10-20,226.3078702309102,195.6319796023297,257.8957000717117,226.3078702309102,226.3078702309102,0.8919420425038941,0.8919420425038941,0.8919420425038941,0.8919420425038941,0.8919420425038941,0.8919420425038941,0.0,0.0,0.0,227.1998122734141
35,2022-10-21,225.09788662407047,193.93537786691803,257.85097503239444,225.09788662407047,225.09788662407047,1.8047624686791932,1.8047624686791932,1.8047624686791932,1.8047624686791932,1.8047624686791932,1.8047624686791932,0.0,0.0,0.0,226.90264909274967
36,2022-10-24,221.46793580355126,193.680993931703,256.77586508287334,221.46793580355126,221.46793580355126,3.035293495591989,3.035293495591989,3.035293495591989,3.035293495591989,3.035293495591989,3.035293495591989,0.0,0.0,0.0,224.50322929914324
37,2022-10-25,220.25795219671153,191.851744888334,253.76332188260687,220.25795219671153,220.25795219671153,1.5820002578913965,1.5820002578913965,1.5820002578913965,1.5820002578913965,1.5820002578913965,1.5820002578913965,0.0,0.0,0.0,221.83995245460292
38,2022-10-26,219.04796858987183,189.91178649398006,252.8776164430759,219.04796858987183,219.04796858987183,1.987317866401678,1.987317866401678,1.987317866401678,1.987317866401678,1.987317866401678,1.987317866401678,0.0,0.0,0.0,221.0352864562735
39,2022-10-27,217.83798498303207,183.09584595944608,248.70732184624472,217.83798498303207,217.83798498303207,0.8919420424987767,0.8919420424987767,0.8919420424987767,0.8919420424987767,0.8919420424987767,0.8919420424987767,0.0,0.0,0.0,218.72992702553086
40,2022-10-28,216.6280013761924,186.9878557526196,249.2313228361554,216.6280013761924,216.6280013761924,1.8047624686826378,1.8047624686826378,1.8047624686826378,1.8047624686826378,1.8047624686826378,1.8047624686826378,0.0,0.0,0.0,218.43276384487504
41,2022-10-31,212.99805060629325,185.89728301940644,248.15426819536853,212.99805060629325,212.99805060629325,3.0352934955901114,3.0352934955901114,3.0352934955901114,3.0352934955901114,3.0352934955901114,3.0352934955901114,0.0,0.0,0.0,216.03334410188336
42,2022-11-01,211.78806701632686,182.20973395097107,245.6086574136185,211.78806701632686,211.78806701632686,1.5820002578956882,1.5820002578956882,1.5820002578956882,1.5820002578956882,1.5820002578956882,1.5820002578956882,0.0,0.0,0.0,213.37006727422255
43,2022-11-02,210.57808342636048,183.42809892783032,242.59501150078466,210.57808342636048,210.57808342636048,1.9873178664023612,1.9873178664023612,1.9873178664023612,1.9873178664023612,1.9873178664023612,1.9873178664023612,0.0,0.0,0.0,212.56540129276283
44,2022-11-03,209.3680998363941,179.40357554937447,240.50206500913086,209.3680998363941,209.3680998363941,0.8919420425014736,0.8919420425014736,0.8919420425014736,0.8919420425014736,0.8919420425014736,0.8919420425014736,0.0,0.0,0.0,210.26004187889558
45,2022-11-04,208.15811624642777,178.67308336446436,245.11214917813456,208.15811624642777,208.15811624642777,1.8047624686686128,1.8047624686686128,1.8047624686686128,1.8047624686686128,1.8047624686686128,1.8047624686686128,0.0,0.0,0.0,209.96287871509637
46,2022-11-07,204.5281654765286,175.99707141654116,239.21024054712728,204.5281654765286,204.5281654765286,3.0352934955757425,3.0352934955757425,3.0352934955757425,3.0352934955757425,3.0352934955757425,3.0352934955757425,0.0,0.0,0.0,207.56345897210434
47,2022-11-08,203.31818188656223,173.2983462791173,238.60635712166209,203.31818188656223,203.31818188656223,1.5820002578963004,1.5820002578963004,1.5820002578963004,1.5820002578963004,1.5820002578963004,1.5820002578963004,0.0,0.0,0.0,204.90018214445854
